date,Production(KWh),Consumption(KWh)
2023-10-27 0:00:00,9.750418,0.0
2023-10-27 1:00:00,9.415891,0.0
2023-10-27 2:00:00,9.25594,0.0
2023-10-27 3:00:00,8.938648,0.0
2023-10-27 4:00:00,8.42592,0.0
2023-10-27 5:00:00,8.0654335,0.0
2023-10-27 6:00:00,7.9414725,0.0
2023-10-27 7:00:00,7.886005,0.2948989
2023-10-27 8:00:00,8.12465,4.2183256
2023-10-27 9:00:00,8.757192,20.6814
2023-10-27 10:00:00,9.632605,31.632425
2023-10-27 11:00:00,10.533178,37.3162
2023-10-27 12:00:00,11.282649,39.5033
2023-10-27 13:00:00,8.0955715,38.621273
2023-10-27 14:00:00,8.004266,34.469273
2023-10-27 15:00:00,7.91355,26.70995
2023-10-27 16:00:00,8.1446,14.837725
2023-10-27 17:00:00,8.254176,3.0960004
2023-10-27 18:00:00,8.202854,0.0
2023-10-27 19:00:00,8.212197,0.0
2023-10-27 20:00:00,8.472371,0.0
2023-10-27 21:00:00,8.54857,0.0
2023-10-27 22:00:00,8.487699,0.0
2023-10-27 23:00:00,8.27044,0.0
