date,Production(KWh),Consumption(KWh)
2023-11-23 0:00:00,0.0,8.93
2023-11-23 1:00:00,0.0,8.61
2023-11-23 2:00:00,0.0,7.96
2023-11-23 3:00:00,0.0,7.43
2023-11-23 4:00:00,0.0,7.16
2023-11-23 5:00:00,0.0,6.92
2023-11-23 6:00:00,0.0,7.05
2023-11-23 7:00:00,0.0,7.22
2023-11-23 8:00:00,1.76,7.58
2023-11-23 9:00:00,2.99,7.27
2023-11-23 10:00:00,9.44,7.45
2023-11-23 11:00:00,13.0,7.65
2023-11-23 12:00:00,6.74,8.17
2023-11-23 13:00:00,18.94,9.19
2023-11-23 14:00:00,5.97,10.4
2023-11-23 15:00:00,4.11,11.75
2023-11-23 16:00:00,1.13,12.56
2023-11-23 17:00:00,0.68,12.7
2023-11-23 18:00:00,0.0,12.61
2023-11-23 19:00:00,0.0,12.48
2023-11-23 20:00:00,0.0,12.29
2023-11-23 21:00:00,0.0,12.18
2023-11-23 22:00:00,0.0,12.0
2023-11-23 23:00:00,0.0,11.85
