date,Production(KWh),Consumption(KWh)
2023-09-30 0:00:00,7.7124166,0.0
2023-09-30 1:00:00,7.5874577,0.0
2023-09-30 2:00:00,7.3181043,0.0
2023-09-30 3:00:00,6.9817667,0.0
2023-09-30 4:00:00,6.596281,0.0
2023-09-30 5:00:00,6.5138254,0.0
2023-09-30 6:00:00,6.6271114,0.0
2023-09-30 7:00:00,6.985836,3.322568
2023-09-30 8:00:00,7.1983,9.324559
2023-09-30 9:00:00,7.456102,21.006233
2023-09-30 10:00:00,7.8418,25.480192
2023-09-30 11:00:00,8.117569,27.415316
2023-09-30 12:00:00,8.320257,21.412182
2023-09-30 13:00:00,8.879748,15.874414
2023-09-30 14:00:00,9.399494,27.187395
2023-09-30 15:00:00,9.905606,19.82796
2023-09-30 16:00:00,10.511984,8.108631
2023-09-30 17:00:00,8.601101,3.7962115
2023-09-30 18:00:00,8.399381,0.7942524
2023-09-30 19:00:00,7.9018936,0.0
2023-09-30 20:00:00,7.484006,0.0
2023-09-30 21:00:00,6.9822235,0.0
2023-09-30 22:00:00,6.9233456,0.0
2023-09-30 23:00:00,6.9713316,0.0
