date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-10-12 0:00:00,0.0,0.01,0.0,0.02,0.0,0.03,82.0
2020-10-12 1:00:00,0.03,0.0,0.0,0.06,0.0,0.03,81.0
2020-10-12 2:00:00,0.0,0.01,0.0,0.02,0.0,0.03,81.0
2020-10-12 3:00:00,0.0,0.01,0.0,0.02,0.0,0.03,80.0
2020-10-12 4:00:00,0.03,0.0,0.0,0.06,0.0,0.03,80.0
2020-10-12 5:00:00,0.0,0.92,0.0,0.01,0.0,0.93,80.0
2020-10-12 6:00:00,0.0,1.07,0.0,0.02,0.0,1.08,88.0
2020-10-12 7:00:00,0.0,0.01,0.0,0.05,0.0,0.06,100.0
2020-10-12 8:00:00,0.0,0.01,0.0,0.02,0.0,0.02,100.0
2020-10-12 9:00:00,0.0,0.0,0.0,0.01,0.0,0.01,100.0
2020-10-12 10:00:00,0.0,0.0,0.07,0.06,0.02,0.01,100.0
2020-10-12 11:00:00,0.0,0.06,0.06,0.01,0.0,0.0,99.0
2020-10-12 12:00:00,0.0,0.04,0.04,0.0,0.0,0.0,99.0
2020-10-12 13:00:00,0.02,0.03,0.04,0.04,0.0,0.01,99.0
2020-10-12 14:00:00,0.01,0.01,0.01,0.01,0.0,0.01,99.0
2020-10-12 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,98.0
2020-10-12 16:00:00,0.03,0.0,0.0,0.04,0.0,0.02,98.0
2020-10-12 17:00:00,0.0,0.01,0.0,0.02,0.0,0.02,97.0
2020-10-12 18:00:00,0.0,0.01,0.0,0.02,0.0,0.02,97.0
2020-10-12 19:00:00,0.03,0.0,0.0,0.05,0.0,0.03,97.0
2020-10-12 20:00:00,0.0,0.01,0.0,0.02,0.0,0.03,96.0
2020-10-12 21:00:00,0.0,0.01,0.0,0.02,0.0,0.02,96.0
2020-10-12 22:00:00,0.04,0.0,0.0,0.06,0.0,0.03,95.0
2020-10-12 23:00:00,0.0,0.01,0.0,0.02,0.0,0.02,95.0
