date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-05-27 0:00:00,0.0,0.0,0.0,0.2
2020-05-27 1:00:00,0.0,0.0,0.0,0.2
2020-05-27 2:00:00,0.0,0.0,0.0,0.1
2020-05-27 3:00:00,0.0,0.0,0.0,0.1
2020-05-27 4:00:00,0.0,0.0,0.0,0.1
2020-05-27 5:00:00,0.0,0.5,0.0,0.1
2020-05-27 6:00:00,0.0,1.1,0.1,0.1
2020-05-27 7:00:00,0.0,1.2,0.2,0.8
2020-05-27 8:00:00,0.9,0.2,0.7,1.7
2020-05-27 9:00:00,0.1,0.9,1.2,0.5
2020-05-27 10:00:00,0.2,0.9,1.6,1.3
2020-05-27 11:00:00,0.0,1.4,1.8,0.4
2020-05-27 12:00:00,0.0,1.6,1.9,0.3
2020-05-27 13:00:00,0.0,1.7,1.9,0.3
2020-05-27 14:00:00,0.0,0.6,1.7,0.3
2020-05-27 15:00:00,0.0,0.0,1.4,0.1
2020-05-27 16:00:00,0.0,0.0,1.0,0.1
2020-05-27 17:00:00,0.1,0.3,0.6,0.3
2020-05-27 18:00:00,0.1,0.0,0.2,0.2
2020-05-27 19:00:00,3.0,0.0,0.1,4.1
2020-05-27 20:00:00,1.8,0.0,0.0,1.9
2020-05-27 21:00:00,1.5,0.0,0.0,1.6
2020-05-27 22:00:00,0.3,0.0,0.0,0.3
2020-05-27 23:00:00,0.3,0.0,0.0,0.3
