date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-08-23 0:00:00,0.0,0.0,0.0,0.4
2020-08-23 1:00:00,0.0,0.1,0.0,0.2
2020-08-23 2:00:00,0.0,0.0,0.0,0.2
2020-08-23 3:00:00,0.0,0.0,0.0,0.1
2020-08-23 4:00:00,0.0,0.0,0.0,0.2
2020-08-23 5:00:00,0.0,0.0,0.0,0.2
2020-08-23 6:00:00,0.0,0.0,0.0,0.1
2020-08-23 7:00:00,0.0,0.0,0.0,0.2
2020-08-23 8:00:00,0.0,0.1,0.1,0.1
2020-08-23 9:00:00,0.2,0.4,0.6,0.4
2020-08-23 10:00:00,0.1,0.0,0.9,3.1
2020-08-23 11:00:00,0.0,0.8,1.1,0.6
2020-08-23 12:00:00,0.8,0.4,1.4,2.8
2020-08-23 13:00:00,0.5,0.5,1.2,1.2
2020-08-23 14:00:00,0.4,0.5,1.1,1.3
2020-08-23 15:00:00,0.0,0.8,0.9,0.2
2020-08-23 16:00:00,0.0,0.5,0.6,0.1
2020-08-23 17:00:00,0.0,0.1,0.2,0.2
2020-08-23 18:00:00,0.0,0.0,0.1,0.1
2020-08-23 19:00:00,0.5,0.0,0.0,0.6
2020-08-23 20:00:00,1.4,0.0,0.0,4.0
2020-08-23 21:00:00,0.0,1.0,0.0,1.1
2020-08-23 22:00:00,0.0,0.0,0.0,1.2
2020-08-23 23:00:00,0.0,0.0,0.0,0.3
