date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-02-17 0:00:00,0.0,0.0,0.0,0.7
2020-02-17 1:00:00,0.0,0.0,0.0,0.1
2020-02-17 2:00:00,0.0,0.0,0.0,0.0
2020-02-17 3:00:00,0.0,0.0,0.0,0.1
2020-02-17 4:00:00,0.0,0.0,0.0,0.0
2020-02-17 5:00:00,0.0,0.0,0.0,0.0
2020-02-17 6:00:00,0.0,0.0,0.0,0.0
2020-02-17 7:00:00,0.0,0.0,0.0,0.0
2020-02-17 8:00:00,0.0,0.0,0.0,0.1
2020-02-17 9:00:00,0.0,0.1,0.1,0.0
2020-02-17 10:00:00,0.0,0.3,0.3,0.1
2020-02-17 11:00:00,0.0,0.8,0.8,0.0
2020-02-17 12:00:00,0.0,0.9,0.9,0.0
2020-02-17 13:00:00,0.0,0.7,0.8,0.0
2020-02-17 14:00:00,0.0,0.6,0.6,0.0
2020-02-17 15:00:00,0.0,0.4,0.4,0.0
2020-02-17 16:00:00,0.0,0.2,0.2,0.0
2020-02-17 17:00:00,1.4,0.0,0.0,1.4
2020-02-17 18:00:00,1.6,0.0,0.0,2.1
2020-02-17 19:00:00,0.0,0.0,0.0,3.4
2020-02-17 20:00:00,0.0,0.0,0.0,5.1
2020-02-17 21:00:00,0.0,0.0,0.0,5.4
2020-02-17 22:00:00,0.0,0.0,0.0,5.0
2020-02-17 23:00:00,0.0,0.0,0.0,4.6
