date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-10-04 0:00:00,0.0,0.0,0.0,0.2
2020-10-04 1:00:00,0.0,0.0,0.0,0.1
2020-10-04 2:00:00,0.0,0.0,0.0,0.1
2020-10-04 3:00:00,0.0,0.0,0.0,0.1
2020-10-04 4:00:00,0.0,0.0,0.0,0.1
2020-10-04 5:00:00,0.0,0.0,0.0,0.1
2020-10-04 6:00:00,0.0,0.0,0.0,0.1
2020-10-04 7:00:00,0.0,0.0,0.0,0.1
2020-10-04 8:00:00,0.0,0.0,0.0,0.1
2020-10-04 9:00:00,0.0,0.2,0.2,0.2
2020-10-04 10:00:00,0.0,0.2,0.2,0.2
2020-10-04 11:00:00,0.0,0.0,0.2,0.3
2020-10-04 12:00:00,0.0,0.0,0.2,0.3
2020-10-04 13:00:00,0.0,0.0,0.2,0.5
2020-10-04 14:00:00,0.0,0.0,0.3,0.4
2020-10-04 15:00:00,0.0,0.0,0.4,0.2
2020-10-04 16:00:00,0.0,0.1,0.3,0.1
2020-10-04 17:00:00,0.0,0.1,0.2,2.1
2020-10-04 18:00:00,0.0,0.0,0.1,0.5
2020-10-04 19:00:00,0.0,0.0,0.0,0.4
2020-10-04 20:00:00,0.0,0.0,0.0,0.2
2020-10-04 21:00:00,0.0,0.0,0.0,0.1
2020-10-04 22:00:00,0.0,0.0,0.0,0.1
2020-10-04 23:00:00,0.0,0.0,0.0,0.1
