date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-02-22 0:00:00,0.0,0.0,0.0,2.3
2020-02-22 1:00:00,0.0,0.0,0.0,0.1
2020-02-22 2:00:00,0.0,0.0,0.0,0.0
2020-02-22 3:00:00,0.0,0.0,0.0,0.1
2020-02-22 4:00:00,0.0,0.0,0.0,0.0
2020-02-22 5:00:00,0.0,0.0,0.0,0.1
2020-02-22 6:00:00,0.0,0.0,0.0,0.0
2020-02-22 7:00:00,0.0,0.0,0.0,0.1
2020-02-22 8:00:00,0.0,0.0,0.0,0.0
2020-02-22 9:00:00,0.0,0.0,0.1,1.2
2020-02-22 10:00:00,0.0,0.1,0.2,0.0
2020-02-22 11:00:00,0.0,0.2,0.2,0.1
2020-02-22 12:00:00,0.1,0.2,0.2,0.1
2020-02-22 13:00:00,0.0,0.1,0.2,0.1
2020-02-22 14:00:00,0.0,0.3,0.3,0.0
2020-02-22 15:00:00,0.1,0.2,0.2,0.2
2020-02-22 16:00:00,0.4,0.0,0.0,1.6
2020-02-22 17:00:00,0.0,0.0,0.0,3.3
2020-02-22 18:00:00,0.0,0.0,0.0,4.1
2020-02-22 19:00:00,0.0,0.0,0.0,4.0
2020-02-22 20:00:00,0.0,0.0,0.0,4.7
2020-02-22 21:00:00,0.0,0.0,0.0,4.6
2020-02-22 22:00:00,0.0,0.0,0.0,4.6
2020-02-22 23:00:00,0.0,0.0,0.0,4.4
