date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-01-06 0:00:00,0.0,0.3,0.0,0.1
2020-01-06 1:00:00,0.0,0.0,0.0,0.0
2020-01-06 2:00:00,0.0,0.0,0.0,0.0
2020-01-06 3:00:00,0.0,0.0,0.0,0.1
2020-01-06 4:00:00,0.0,0.0,0.0,0.0
2020-01-06 5:00:00,0.0,0.0,0.0,0.1
2020-01-06 6:00:00,0.0,0.1,0.1,0.0
2020-01-06 7:00:00,0.0,0.5,0.5,0.1
2020-01-06 8:00:00,0.0,0.7,0.8,0.1
2020-01-06 9:00:00,0.0,1.2,1.2,0.0
2020-01-06 10:00:00,0.9,0.7,1.5,2.6
2020-01-06 11:00:00,0.1,1.6,1.7,0.2
2020-01-06 12:00:00,0.6,0.3,1.7,2.1
2020-01-06 13:00:00,0.4,0.5,1.7,1.6
2020-01-06 14:00:00,0.1,1.0,1.6,0.6
2020-01-06 15:00:00,0.0,1.4,1.4,0.0
2020-01-06 16:00:00,0.0,1.0,1.1,0.1
2020-01-06 17:00:00,0.0,0.6,0.6,0.1
2020-01-06 18:00:00,0.0,0.2,0.2,0.0
2020-01-06 19:00:00,0.4,0.0,0.1,0.5
2020-01-06 20:00:00,2.0,0.0,0.1,2.4
2020-01-06 21:00:00,0.3,0.0,0.0,0.3
2020-01-06 22:00:00,0.1,0.0,0.0,0.2
2020-01-06 23:00:00,0.0,0.0,0.0,0.1
