date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-10-25 0:00:00,0.0,0.0,0.0,0.1
2020-10-25 1:00:00,0.0,0.0,0.0,0.0
2020-10-25 2:00:00,0.0,0.0,0.0,0.0
2020-10-25 3:00:00,0.0,0.0,0.0,0.0
2020-10-25 4:00:00,0.0,0.0,0.0,0.0
2020-10-25 5:00:00,0.0,0.0,0.0,0.0
2020-10-25 6:00:00,0.0,0.0,0.0,0.0
2020-10-25 7:00:00,0.0,0.0,0.0,0.0
2020-10-25 8:00:00,0.0,0.0,0.0,0.0
2020-10-25 9:00:00,0.0,0.5,0.5,0.0
2020-10-25 10:00:00,0.0,0.1,1.0,0.1
2020-10-25 11:00:00,0.0,0.0,0.5,0.0
2020-10-25 12:00:00,0.0,0.0,0.3,0.1
2020-10-25 13:00:00,0.0,0.0,0.4,0.0
2020-10-25 14:00:00,0.0,0.0,0.4,0.1
2020-10-25 15:00:00,0.0,0.1,0.4,0.0
2020-10-25 16:00:00,0.0,0.0,0.1,0.1
2020-10-25 17:00:00,0.0,0.0,0.0,0.0
2020-10-25 18:00:00,0.0,0.0,0.0,0.1
2020-10-25 19:00:00,0.0,0.0,0.0,0.0
2020-10-25 20:00:00,0.0,0.0,0.0,0.0
2020-10-25 21:00:00,0.0,0.0,0.0,0.0
2020-10-25 22:00:00,0.0,0.0,0.0,0.0
2020-10-25 23:00:00,0.0,0.0,0.0,0.0
