date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-03-12 0:00:00,0.0,0.0,0.0,0.1
2020-03-12 1:00:00,0.0,0.0,0.0,0.0
2020-03-12 2:00:00,0.0,0.0,0.0,0.0
2020-03-12 3:00:00,0.0,0.0,0.0,0.0
2020-03-12 4:00:00,0.0,0.0,0.0,0.0
2020-03-12 5:00:00,0.0,0.6,0.0,0.1
2020-03-12 6:00:00,0.0,0.0,0.0,0.0
2020-03-12 7:00:00,0.0,0.0,0.0,0.0
2020-03-12 8:00:00,0.0,0.0,0.0,0.1
2020-03-12 9:00:00,0.0,0.0,0.0,0.0
2020-03-12 10:00:00,0.0,0.1,0.1,0.0
2020-03-12 11:00:00,0.0,0.1,0.6,0.1
2020-03-12 12:00:00,0.0,0.0,0.3,0.0
2020-03-12 13:00:00,0.0,0.0,0.3,0.1
2020-03-12 14:00:00,0.0,0.0,0.1,0.0
2020-03-12 15:00:00,0.0,0.0,0.0,0.0
2020-03-12 16:00:00,0.0,0.0,0.0,0.0
2020-03-12 17:00:00,0.0,0.0,0.0,0.0
2020-03-12 18:00:00,0.0,0.0,0.0,0.0
2020-03-12 19:00:00,0.0,0.0,0.0,0.1
2020-03-12 20:00:00,0.0,0.0,0.0,0.0
2020-03-12 21:00:00,0.0,0.0,0.0,0.0
2020-03-12 22:00:00,0.0,0.0,0.0,0.1
2020-03-12 23:00:00,0.0,0.0,0.0,0.0
