date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-23 0:00:00,0.0,0.0,0.0,0.1
2020-04-23 1:00:00,0.0,2.3,0.0,0.1
2020-04-23 2:00:00,0.0,2.5,0.0,0.0
2020-04-23 3:00:00,0.0,2.5,0.0,0.1
2020-04-23 4:00:00,0.0,0.2,0.0,0.0
2020-04-23 5:00:00,0.0,0.0,0.0,0.0
2020-04-23 6:00:00,0.0,0.0,0.0,0.1
2020-04-23 7:00:00,0.0,0.2,0.2,0.0
2020-04-23 8:00:00,0.0,0.0,0.4,0.0
2020-04-23 9:00:00,0.1,0.1,1.0,0.4
2020-04-23 10:00:00,0.0,0.0,1.3,0.1
2020-04-23 11:00:00,0.0,0.0,1.4,0.2
2020-04-23 12:00:00,0.1,0.3,1.2,0.5
2020-04-23 13:00:00,0.0,0.0,1.0,0.1
2020-04-23 14:00:00,2.3,0.0,0.7,3.2
2020-04-23 15:00:00,1.3,0.2,0.6,1.7
2020-04-23 16:00:00,1.1,0.3,0.7,1.6
2020-04-23 17:00:00,0.0,0.6,0.6,0.0
2020-04-23 18:00:00,0.8,0.2,0.3,0.9
2020-04-23 19:00:00,2.3,0.0,0.1,2.4
2020-04-23 20:00:00,0.4,0.0,0.0,0.4
2020-04-23 21:00:00,0.2,0.0,0.0,0.2
2020-04-23 22:00:00,0.3,0.0,0.0,0.4
2020-04-23 23:00:00,0.3,0.0,0.0,0.4
