date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-01-17 0:00:00,0.0,0.0,0.0,0.0
2020-01-17 1:00:00,0.0,0.0,0.0,0.0
2020-01-17 2:00:00,0.0,0.0,0.0,0.0
2020-01-17 3:00:00,0.0,0.0,0.0,0.0
2020-01-17 4:00:00,0.0,0.0,0.0,0.0
2020-01-17 5:00:00,0.0,0.0,0.0,0.0
2020-01-17 6:00:00,0.0,0.0,0.0,0.0
2020-01-17 7:00:00,0.0,0.0,0.0,0.0
2020-01-17 8:00:00,0.0,0.0,0.0,1.0
2020-01-17 9:00:00,0.0,0.0,0.0,2.0
2020-01-17 10:00:00,0.0,0.0,0.2,2.1
2020-01-17 11:00:00,0.0,0.1,0.2,2.0
2020-01-17 12:00:00,0.0,0.0,0.1,1.9
2020-01-17 13:00:00,0.0,0.0,0.5,2.0
2020-01-17 14:00:00,0.0,0.0,0.6,2.3
2020-01-17 15:00:00,0.0,0.0,0.2,3.6
2020-01-17 16:00:00,0.0,0.1,0.0,5.8
2020-01-17 17:00:00,0.0,0.0,0.0,4.8
2020-01-17 18:00:00,0.0,0.0,0.0,5.2
2020-01-17 19:00:00,0.0,0.0,0.0,5.2
2020-01-17 20:00:00,0.0,0.1,0.0,2.3
2020-01-17 21:00:00,0.0,0.0,0.0,2.1
2020-01-17 22:00:00,0.0,0.0,0.0,2.1
2020-01-17 23:00:00,0.0,0.0,0.0,0.6
