date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-11-19 0:00:00,0.0,0.0,0.0,0.0
2020-11-19 1:00:00,0.0,0.0,0.0,0.0
2020-11-19 2:00:00,0.0,0.0,0.0,0.0
2020-11-19 3:00:00,0.0,0.0,0.0,0.0
2020-11-19 4:00:00,0.0,0.0,0.0,0.1
2020-11-19 5:00:00,0.0,0.8,0.0,0.0
2020-11-19 6:00:00,0.0,0.1,0.0,0.0
2020-11-19 7:00:00,0.0,0.0,0.0,0.0
2020-11-19 8:00:00,0.0,0.0,0.0,0.0
2020-11-19 9:00:00,0.0,0.0,0.0,0.0
2020-11-19 10:00:00,0.0,0.1,0.1,0.0
2020-11-19 11:00:00,0.0,0.1,0.1,0.0
2020-11-19 12:00:00,0.0,0.0,0.0,0.0
2020-11-19 13:00:00,0.0,0.0,0.0,0.0
2020-11-19 14:00:00,0.0,0.0,0.0,0.0
2020-11-19 15:00:00,0.3,0.0,0.0,0.0
2020-11-19 16:00:00,0.0,0.0,0.0,0.0
2020-11-19 17:00:00,0.0,0.0,0.0,0.0
2020-11-19 18:00:00,0.0,0.0,0.0,0.1
2020-11-19 19:00:00,0.0,0.0,0.0,0.0
2020-11-19 20:00:00,0.0,0.0,0.0,0.0
2020-11-19 21:00:00,0.0,0.0,0.0,0.0
2020-11-19 22:00:00,0.0,0.0,0.0,0.0
2020-11-19 23:00:00,0.0,0.0,0.0,0.0
