date,Production(KWh),Consumption(KWh)
2023-09-23 0:00:00,0.0,10.2
2023-09-23 1:00:00,0.0,8.94
2023-09-23 2:00:00,0.0,7.91
2023-09-23 3:00:00,0.0,6.97
2023-09-23 4:00:00,0.0,7.05
2023-09-23 5:00:00,0.0,6.71
2023-09-23 6:00:00,0.0,7.51
2023-09-23 7:00:00,2.89,7.29
2023-09-23 8:00:00,14.75,7.32
2023-09-23 9:00:00,28.18,7.95
2023-09-23 10:00:00,38.77,8.05
2023-09-23 11:00:00,44.75,8.09
2023-09-23 12:00:00,47.13,8.26
2023-09-23 13:00:00,46.79,8.35
2023-09-23 14:00:00,43.2,9.1
2023-09-23 15:00:00,37.0,9.22
2023-09-23 16:00:00,27.74,9.09
2023-09-23 17:00:00,14.05,8.84
2023-09-23 18:00:00,2.33,8.6
2023-09-23 19:00:00,0.0,8.51
2023-09-23 20:00:00,0.0,8.6
2023-09-23 21:00:00,0.0,8.36
2023-09-23 22:00:00,0.0,8.27
2023-09-23 23:00:00,0.0,8.42
