date,Production(KWh),Consumption(KWh)
2023-10-22 0:00:00,0.0,5.88
2023-10-22 1:00:00,0.0,5.94
2023-10-22 2:00:00,0.0,5.84
2023-10-22 3:00:00,0.0,6.0
2023-10-22 4:00:00,0.0,5.91
2023-10-22 5:00:00,0.0,5.86
2023-10-22 6:00:00,0.0,5.94
2023-10-22 7:00:00,0.21,5.85
2023-10-22 8:00:00,7.99,6.05
2023-10-22 9:00:00,26.65,5.36
2023-10-22 10:00:00,35.92,5.86
2023-10-22 11:00:00,40.79,6.11
2023-10-22 12:00:00,42.61,6.26
2023-10-22 13:00:00,41.81,6.12
2023-10-22 14:00:00,38.03,6.12
2023-10-22 15:00:00,30.09,6.62
2023-10-22 16:00:00,18.23,6.64
2023-10-22 17:00:00,4.92,6.09
2023-10-22 18:00:00,0.16,6.79
2023-10-22 19:00:00,0.0,6.73
2023-10-22 20:00:00,0.0,6.81
2023-10-22 21:00:00,0.0,7.45
2023-10-22 22:00:00,0.0,7.48
2023-10-22 23:00:00,0.0,6.28
