date,Production(KWh),Consumption(KWh)
2023-12-25 0:00:00,0.0,6.7
2023-12-25 1:00:00,0.0,8.19
2023-12-25 2:00:00,0.0,8.2
2023-12-25 3:00:00,0.0,8.21
2023-12-25 4:00:00,0.0,8.18
2023-12-25 5:00:00,0.0,8.18
2023-12-25 6:00:00,0.0,8.37
2023-12-25 7:00:00,0.17,7.83
2023-12-25 8:00:00,1.38,7.83
2023-12-25 9:00:00,9.17,7.83
2023-12-25 10:00:00,26.53,8.14
2023-12-25 11:00:00,34.61,8.14
2023-12-25 12:00:00,35.09,8.28
2023-12-25 13:00:00,30.33,8.28
2023-12-25 14:00:00,18.63,8.21
2023-12-25 15:00:00,8.13,8.22
2023-12-25 16:00:00,0.66,8.22
2023-12-25 17:00:00,0.0,8.21
2023-12-25 18:00:00,0.0,8.2
2023-12-25 19:00:00,0.0,8.2
2023-12-25 20:00:00,0.0,8.62
2023-12-25 21:00:00,0.0,8.4
2023-12-25 22:00:00,0.0,8.19
2023-12-25 23:00:00,0.0,8.35
