date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-01-22 0:00:00,0.0,0.01,0.0,0.09,0.0,0.09,0.0
2020-01-22 1:00:00,0.0,0.01,0.0,0.06,0.0,0.07,0.0
2020-01-22 2:00:00,0.0,0.01,0.0,0.06,0.0,0.07,0.0
2020-01-22 3:00:00,0.0,0.01,0.0,0.06,0.0,0.07,0.0
2020-01-22 4:00:00,0.0,0.01,0.0,0.09,0.0,0.1,0.0
2020-01-22 5:00:00,0.0,0.01,0.0,0.09,0.0,0.1,0.0
2020-01-22 6:00:00,0.0,0.01,0.0,0.07,0.0,0.08,0.0
2020-01-22 7:00:00,0.0,0.01,0.0,0.06,0.0,0.07,0.0
2020-01-22 8:00:00,0.0,0.01,0.0,0.06,0.0,0.07,0.0
2020-01-22 9:00:00,0.0,0.25,0.0,0.08,0.0,0.33,0.0
2020-01-22 10:00:00,0.0,0.08,0.0,0.09,0.0,0.17,0.0
2020-01-22 11:00:00,0.0,0.01,0.0,0.09,0.0,0.1,0.0
2020-01-22 12:00:00,0.0,0.01,0.0,0.07,0.0,0.08,0.0
2020-01-22 13:00:00,0.0,0.01,0.0,0.07,0.0,0.08,0.0
2020-01-22 14:00:00,0.0,0.01,0.0,0.08,0.0,0.08,0.0
2020-01-22 15:00:00,0.0,0.01,0.0,0.07,0.0,0.08,0.0
2020-01-22 16:00:00,0.0,0.01,0.0,0.07,0.0,0.08,0.0
2020-01-22 17:00:00,0.0,0.01,0.0,0.07,0.0,0.08,0.0
2020-01-22 18:00:00,0.0,0.01,0.0,0.07,0.0,0.08,0.0
2020-01-22 19:00:00,0.0,0.01,0.0,0.09,0.0,0.09,0.0
2020-01-22 20:00:00,0.0,0.01,0.0,0.09,0.0,0.09,0.0
2020-01-22 21:00:00,0.0,0.01,0.0,0.08,0.0,0.09,0.0
2020-01-22 22:00:00,0.0,0.01,0.0,0.07,0.0,0.08,0.0
2020-01-22 23:00:00,0.0,0.01,0.0,0.07,0.0,0.07,0.0
