date,Production(KWh),Consumption(KWh)
2023-08-22 0:00:00,0.0,8.14
2023-08-22 1:00:00,0.0,8.05
2023-08-22 2:00:00,0.0,7.87
2023-08-22 3:00:00,0.0,7.83
2023-08-22 4:00:00,0.0,7.79
2023-08-22 5:00:00,0.0,7.66
2023-08-22 6:00:00,0.59,7.86
2023-08-22 7:00:00,4.95,8.36
2023-08-22 8:00:00,16.39,9.18
2023-08-22 9:00:00,27.3,10.21
2023-08-22 10:00:00,35.33,9.49
2023-08-22 11:00:00,39.01,10.14
2023-08-22 12:00:00,40.77,10.47
2023-08-22 13:00:00,43.12,10.85
2023-08-22 14:00:00,42.68,10.94
2023-08-22 15:00:00,35.65,10.99
2023-08-22 16:00:00,13.82,11.05
2023-08-22 17:00:00,16.57,11.08
2023-08-22 18:00:00,6.49,10.94
2023-08-22 19:00:00,1.08,10.78
2023-08-22 20:00:00,0.0,10.38
2023-08-22 21:00:00,0.0,9.86
2023-08-22 22:00:00,0.0,9.2
2023-08-22 23:00:00,0.0,8.72
