date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-07-17 0:00:00,0.08,0.0,0.0,0.12,0.0,0.04,91.0
2020-07-17 1:00:00,0.02,0.01,0.0,0.04,0.0,0.03,89.0
2020-07-17 2:00:00,0.03,0.0,0.0,0.05,0.0,0.03,88.0
2020-07-17 3:00:00,0.03,0.0,0.0,0.05,0.0,0.03,88.0
2020-07-17 4:00:00,0.02,0.01,0.0,0.04,0.0,0.03,87.0
2020-07-17 5:00:00,0.02,0.01,0.0,0.04,0.0,0.03,87.0
2020-07-17 6:00:00,0.0,0.01,0.01,0.06,0.0,0.06,86.0
2020-07-17 7:00:00,0.0,0.01,0.04,0.04,0.01,0.02,86.0
2020-07-17 8:00:00,0.01,0.04,0.08,0.05,0.01,0.01,86.0
2020-07-17 9:00:00,0.0,0.13,0.21,0.06,0.03,0.0,86.0
2020-07-17 10:00:00,0.0,0.17,0.26,0.07,0.02,0.0,86.0
2020-07-17 11:00:00,0.0,0.17,0.24,0.04,0.03,0.0,87.0
2020-07-17 12:00:00,0.0,0.13,0.43,0.29,0.02,0.0,88.0
2020-07-17 13:00:00,0.0,0.38,0.47,0.06,0.03,0.0,89.0
2020-07-17 14:00:00,0.0,0.36,0.43,0.04,0.02,0.0,91.0
2020-07-17 15:00:00,0.0,0.21,0.29,0.06,0.03,0.0,95.0
2020-07-17 16:00:00,0.0,0.01,0.22,0.19,0.02,0.0,100.0
2020-07-17 17:00:00,0.0,0.01,0.22,0.19,0.02,0.0,100.0
2020-07-17 18:00:00,0.01,0.0,0.06,0.07,0.01,0.01,100.0
2020-07-17 19:00:00,0.11,0.0,0.03,0.15,0.0,0.02,100.0
2020-07-17 20:00:00,0.06,0.0,0.01,0.1,0.0,0.03,98.0
2020-07-17 21:00:00,0.08,0.0,0.0,0.11,0.0,0.03,97.0
2020-07-17 22:00:00,0.15,0.0,0.0,0.18,0.0,0.03,95.0
2020-07-17 23:00:00,0.02,0.01,0.0,0.04,0.0,0.03,92.0
